A	Coef.CellType	Coef.CancerType.Epithelial	Coef.CancerType.Lyphocytes	t.CellType	t.CancerType.Epithelial	t.CancerType.Lyphocytes	p.value.CellType	p.value.CancerType.Epithelial	p.value.CancerType.Lyphocytes	F	F.p.value
12.2	-0.291	1.074	-0.437	-1.07	2.7	-1.18	0.30828	0.02048	0.26438	3.36	0.05831
6.2	1.976	-2.681	0.16	2.26	-2.1	0.13	0.04449	0.05896	0.89578	3.23	0.06436
7.98	0.991	-0.456	-0.074	5.97	-1.88	-0.33	9e-05	0.08639	0.75001	13.07	0.00058
9.32	-1.24	-0.018	0.575	-3.91	-0.04	1.33	0.00241	0.96929	0.21163	5.38	0.01564
8.69	0.302	0.128	-0.093	3.85	1.12	-0.87	0.00263	0.2872	0.40071	5.45	0.01504
6.37	0.377	-0.037	0.024	4.19	-0.28	0.19	0.00147	0.781	0.8504	6.01	0.01098
7.95	0.078	-0.416	0.109	0.42	-1.53	0.43	0.68132	0.15328	0.6744	0.92	0.46382
11.37	0.007	0.276	-0.327	0.02	0.68	-0.86	0.98075	0.51269	0.40973	0.4	0.75695
13.34	0.367	0.142	-0.14	3.38	0.9	-0.95	0.00603	0.3886	0.36392	4.21	0.03239
11.1	-0.006	0.789	0.152	-0.03	3.33	0.68	0.97356	0.00667	0.50828	3.84	0.04146
6.69	0.006	0.009	0.105	0.05	0.05	0.65	0.96169	0.95765	0.52876	0.15	0.93001
9	-1.183	0.487	0.135	-4.03	1.13	0.34	0.00195	0.28081	0.74332	5.83	0.01211
10.38	0.8	-1.143	0.178	1.78	-1.74	0.29	0.10287	0.10979	0.77774	2.13	0.15356
9.96	1.073	-1.524	0.126	2.14	-2.08	0.18	0.05531	0.06139	0.85746	3.02	0.07508
7.96	0.09	-0.602	0.066	0.54	-2.47	0.29	0.60079	0.03081	0.77849	2.17	0.14835
8.86	0.118	-0.41	0.184	0.97	-2.3	1.1	0.35503	0.04178	0.29449	2.55	0.10825
10.57	-0.154	0.004	0.093	-1.58	0.03	0.7	0.14263	0.98036	0.50128	0.93	0.45898
10.17	-0.228	0.447	0.031	-0.82	1.1	0.08	0.43084	0.29521	0.93575	0.62	0.61346
12.25	-0.225	0.446	0.065	-1.18	1.59	0.25	0.26395	0.13883	0.80838	1.32	0.31834
7.88	2.081	0.751	-0.005	9.17	2.27	-0.02	0	0.0444	0.98819	30.01	1e-05
12.92	0.244	0.676	0.389	2.01	3.82	2.35	0.06882	0.00279	0.03858	8.39	0.0034
9.96	0.246	0.329	-0.221	1.06	0.97	-0.7	0.31101	0.35158	0.49962	0.81	0.51441
7.3	0.252	-0.158	-0.049	2.34	-1	-0.33	0.03921	0.33808	0.74386	2.16	0.15028
10.4	-0.5	-0.059	-0.075	-3.74	-0.3	-0.41	0.0032	0.76665	0.68906	4.9	0.0209
8.99	-0.589	-0.139	0.059	-4.6	-0.74	0.34	0.00075	0.47372	0.74264	7.23	0.00584
8.37	0.118	-0.214	0.092	0.98	-1.21	0.56	0.34938	0.2507	0.5883	0.95	0.44921
10.49	0.18	1.246	0.939	0.67	3.19	2.57	0.51558	0.00849	0.02582	5.88	0.01178
9.83	0.445	0.169	0.181	3.25	0.84	0.96	0.00765	0.41618	0.35509	4.31	0.03031
11.93	0.12	0.028	0.084	1.31	0.21	0.67	0.21605	0.83882	0.51513	0.8	0.51736
9.46	0.327	-0.006	-0.038	3.85	-0.04	-0.33	0.00267	0.96516	0.74887	4.93	0.02046
6.52	0.138	-0.125	0.043	1.52	-0.94	0.35	0.15705	0.36764	0.73366	1.14	0.37358
11.38	0.31	0.066	0.022	1.36	0.2	0.07	0.20172	0.84796	0.94464	0.64	0.60449
10.74	0.922	0.614	-0.078	4.33	1.97	-0.27	0.00117	0.07385	0.79479	7.55	0.00502
7.42	-0.407	-0.01	0.307	-1.53	-0.03	0.84	0.15375	0.9795	0.41609	0.94	0.45219
10.34	0.286	0.072	-0.294	1.08	0.19	-0.82	0.30219	0.85609	0.43204	0.57	0.64543
8.76	1.982	1.773	-0.813	2.92	1.79	-0.88	0.01382	0.1011	0.39936	4.02	0.03666
8.13	0.171	0.258	-0.011	1.64	1.7	-0.08	0.12823	0.11762	0.94139	1.86	0.19388
8.4	-0.573	0.53	-0.005	-1.64	1.04	-0.01	0.12846	0.32017	0.99159	1.27	0.33201
11.93	0.947	0.226	-0.079	5.54	0.9	-0.34	0.00017	0.3848	0.74238	10.52	0.00142
10.39	0.163	-0.021	0.138	1.56	-0.14	0.97	0.14589	0.89334	0.35303	1.24	0.33992
9.55	-0.031	-0.153	0.168	-0.23	-0.76	0.9	0.8256	0.46113	0.38735	0.47	0.70887
10.83	-0.633	0.32	-0.179	-3.06	1.06	-0.64	0.01068	0.31076	0.53817	3.8	0.04284
9.03	1.071	-0.919	0.01	6.05	-3.56	0.04	8e-05	0.00443	0.96779	16.55	0.00021
10.26	0.111	-0.25	0.181	0.7	-1.08	0.84	0.49698	0.3015	0.41899	0.83	0.50292
10.29	-0.204	-0.165	-0.28	-1.01	-0.56	-1.01	0.33483	0.58743	0.33199	0.86	0.49034
8.35	0.322	-0.109	-0.171	1.52	-0.35	-0.59	0.1572	0.73179	0.56617	0.87	0.48345
6.94	0.427	0.321	0.049	4.28	2.21	0.36	0.00126	0.04931	0.72657	7.94	0.00416
10.87	0.167	-0.321	-0.286	1.12	-1.48	-1.41	0.28528	0.16721	0.18662	1.72	0.22085
10.58	0.186	1.001	0.157	1.51	5.58	0.94	0.15814	0.00016	0.3695	11.54	0.00097
8.4	0.99	0.294	-0.26	4.4	0.89	-0.85	0.00103	0.39005	0.41465	6.79	0.0073
9.52	-0.474	0.449	-0.394	-1.39	0.9	-0.85	0.19135	0.38545	0.41521	1.24	0.34087
9.23	0.189	-0.437	-0.123	0.94	-1.49	-0.45	0.36674	0.16467	0.66341	1.08	0.39904
8.78	-0.582	-0.293	0.034	-2.32	-0.8	0.1	0.04043	0.44014	0.92179	2.01	0.17023
7.35	-1.656	-0.356	-0.224	-3.15	-0.46	-0.31	0.00916	0.65248	0.76103	3.5	0.0526
9.1	1.094	0.851	-1.026	2.99	1.59	-2.06	0.01212	0.13912	0.06412	4.88	0.02118
7.79	0.062	-0.688	-0.012	0.29	-2.23	-0.04	0.77592	0.04727	0.96643	1.69	0.2266
9.36	-3.714	-0.352	0.517	-11.27	-0.73	1.15	0	0.47945	0.27507	42.5	0
6.84	2.565	0.831	-0.276	2.11	0.47	-0.17	0.05802	0.64851	0.8708	1.56	0.25356
11.23	0.274	0.618	0.117	0.87	1.34	0.27	0.40293	0.20638	0.79096	0.9	0.47393
9	0.293	0.395	0.1	1.17	1.08	0.29	0.266	0.30214	0.77499	0.9	0.47019
10.58	0.223	-0.454	0.084	1.58	-2.2	0.43	0.1421	0.05003	0.67198	2.56	0.10783
10.52	0.115	-0.197	-0.078	0.6	-0.71	-0.3	0.55791	0.49364	0.77142	0.31	0.81931
12.42	-0.068	-0.193	0.055	-0.7	-1.36	0.41	0.49863	0.20132	0.68633	0.82	0.51006
11.36	-3.227	-0.217	1.641	-5.38	-0.25	2	0.00021	0.80883	0.07018	10.41	0.00148
8.99	-0.905	0.307	-0.064	-2.52	0.59	-0.13	0.0282	0.56949	0.89869	2.28	0.13538
10.31	0.656	-0.108	-0.065	3.36	-0.38	-0.24	0.00632	0.71272	0.81303	3.8	0.04259
6.38	0.429	-0.785	0.147	2.04	-2.56	0.51	0.06555	0.02648	0.61925	3.74	0.04453
7.24	-1.307	-0.266	0.972	-3.27	-0.46	1.78	0.00731	0.65714	0.102	4.36	0.02929
5.77	0.157	0.108	-0.218	1.7	0.8	-1.72	0.11727	0.44216	0.11273	1.99	0.1737
9.1	2.564	-0.544	-2.535	2.85	-0.41	-2.06	0.01576	0.68685	0.06361	3.83	0.04195
9.25	2.733	-0.558	-3.176	2.82	-0.39	-2.4	0.01657	0.70102	0.0352	4.21	0.03227
9.81	-0.198	0.29	-0.221	-1.54	1.54	-1.25	0.15246	0.15083	0.23576	2.24	0.13982
6.71	2.22	-0.448	-0.024	4.77	-0.66	-0.04	0.00056	0.52313	0.96996	7.79	0.00447
9.3	-0.093	0.261	-0.045	-0.67	1.28	-0.24	0.5149	0.22514	0.81555	0.73	0.55408
8.03	0.38	0.213	-0.298	3.69	1.41	-2.12	0.00353	0.18566	0.05759	6.23	0.00975
10.24	0.342	-0.124	-0.046	3.59	-0.89	-0.36	0.00417	0.39249	0.72915	4.56	0.02577
11.01	-0.136	0.486	-0.346	-0.91	2.23	-1.69	0.38256	0.0474	0.11812	3	0.07632
6.74	0.187	0.079	-0.261	0.56	0.16	-0.57	0.5869	0.87397	0.57925	0.2	0.89222
6.77	0.073	-0.204	0.063	0.98	-1.9	0.62	0.34607	0.08435	0.54467	1.7	0.22485
8.08	-0.434	-0.013	-0.055	-2.3	-0.05	-0.21	0.04177	0.96333	0.83564	1.83	0.19958
7.3	0.52	-0.045	-0.023	3.16	-0.19	-0.1	0.00904	0.85516	0.92201	3.35	0.059
9.89	-0.092	-0.33	0.005	-0.68	-1.67	0.03	0.50999	0.12349	0.97919	1.08	0.39691
8.43	0.005	-0.088	0.075	0.06	-0.77	0.7	0.9498	0.45747	0.50002	0.37	0.77935
6.44	-0.14	0.012	0.119	-2.13	0.12	1.33	0.05654	0.90426	0.21159	1.93	0.18191
8.29	-0.683	-0.165	0.295	-2.8	-0.46	0.89	0.01713	0.65148	0.39465	2.81	0.08835
6.76	0.947	-1.532	-0.039	2.28	-2.53	-0.07	0.04299	0.02782	0.94644	3.88	0.04044
5.66	0.133	-0.063	0.11	1.17	-0.38	0.71	0.26728	0.71163	0.49516	0.73	0.55589
5.47	0.324	0.322	-0.126	1.58	1.08	-0.45	0.14217	0.30497	0.66245	1.25	0.33939
9.46	0.081	0.304	-0.316	0.66	1.69	-1.88	0.52472	0.11904	0.08672	2.2	0.14458
7.77	0.169	-0.233	0.068	1.42	-1.34	0.42	0.18308	0.20815	0.68385	1.37	0.30201
9.79	0.148	-0.114	0.037	1.52	-0.8	0.27	0.15767	0.4414	0.78878	1.04	0.4136
5.32	0.307	0.016	0.006	4.48	0.16	0.06	0.00091	0.87808	0.95389	6.78	0.00732
7.46	0.378	0.978	0.686	1.3	2.3	1.72	0.22143	0.0421	0.11302	3.46	0.05412
10.06	0.257	0.371	-0.493	1.34	1.33	-1.88	0.20768	0.21166	0.0865	2.21	0.14343
9.98	-0.225	-0.044	-0.323	-0.8	-0.11	-0.85	0.43878	0.91541	0.41521	0.51	0.68555
9.95	-0.172	-0.081	0.164	-1.73	-0.56	1.21	0.11047	0.58918	0.25206	1.47	0.27604
5.84	-0.13	-0.249	0.26	-1.23	-1.62	1.8	0.24336	0.13405	0.09855	2.33	0.13008
6.31	-0.039	-0.168	0.07	-0.43	-1.28	0.57	0.67529	0.22687	0.58186	0.7	0.57121
7.18	-0.092	-0.201	0.192	-0.67	-1.01	1.04	0.51454	0.33239	0.32218	0.81	0.514
6.6	0.533	0.4	0.13	2.39	1.23	0.43	0.03537	0.2442	0.67788	2.56	0.10761
7	-0.073	-0.043	0.109	-0.77	-0.31	0.84	0.4591	0.76214	0.41719	0.43	0.73789
7.91	-0.853	-0.163	0.082	-3.28	-0.43	0.23	0.00726	0.67641	0.82163	3.65	0.04754
7.21	0.237	0.166	0.321	1.83	0.88	1.81	0.0949	0.39978	0.09757	2.7	0.09675
7.09	-0.065	-0.282	-0.015	-0.53	-1.57	-0.09	0.60797	0.1444	0.93066	0.92	0.46218
7.45	-0.031	-0.192	0.043	-0.28	-1.16	0.28	0.78637	0.26849	0.78339	0.5	0.68997
5.86	0.497	-1.588	-0.438	1.19	-2.6	-0.77	0.25924	0.02444	0.45849	2.87	0.08434
5.79	0.191	0.233	0.045	1.13	0.94	0.19	0.28401	0.3678	0.85044	0.75	0.54612
8.36	-0.014	-0.835	0.313	-0.08	-3.2	1.28	0.93802	0.00837	0.22529	3.96	0.03827
8.68	-0.108	-0.545	0.152	-0.84	-2.89	0.86	0.42123	0.01451	0.40625	3.23	0.06441
7.23	-0.127	0.03	0.154	-1.7	0.27	1.5	0.11698	0.79063	0.16042	1.59	0.2471
8.63	-0.305	-0.344	0.136	-3.21	-2.48	1.05	0.00814	0.03018	0.31545	5.68	0.01318
8.8	1.276	-0.28	0.332	4.47	-0.67	0.85	0.00093	0.51591	0.41296	7.36	0.00548
10.42	1.347	-0.399	0.153	8.22	-1.67	0.69	0	0.12349	0.50689	24.2	4e-05
9.27	-0.27	-0.114	0.125	-3.4	-0.99	1.15	0.00581	0.34553	0.27352	4.41	0.02841
5.63	-0.116	0.042	0.157	-1.1	0.28	1.1	0.29324	0.78655	0.2952	0.76	0.53848
9.56	-0.227	0.122	-0.091	-1.03	0.38	-0.3	0.32282	0.71178	0.76807	0.46	0.71609
5.34	-0.017	0.02	0.002	-0.22	0.17	0.02	0.83242	0.86832	0.98386	0.03	0.99426
5.28	0.212	0.329	-0.128	2.51	2.66	-1.11	0.02881	0.02196	0.29206	4.71	0.02349
5.37	0.063	-0.231	-0.021	0.71	-1.79	-0.18	0.49243	0.10034	0.86312	1.24	0.34071
6.64	0.818	0.058	-0.213	3.83	0.19	-0.73	0.00275	0.85552	0.48001	4.94	0.0204
5.7	-0.057	-0.282	0.079	-0.53	-1.79	0.53	0.60801	0.10025	0.60398	1.24	0.34071
5.28	-0.014	-0.079	-0.031	-0.18	-0.69	-0.29	0.85871	0.50505	0.77514	0.2	0.89309
8.93	-0.582	0.696	-0.155	-1.66	1.36	-0.32	0.124	0.19969	0.75226	1.62	0.24005
9.79	-1.816	0.065	-0.918	-6.1	0.15	-2.26	7e-05	0.88414	0.04496	15.17	3e-04
8.25	-1.776	-0.321	-0.992	-6.08	-0.75	-2.49	8e-05	0.467	0.02994	15.72	0.00026
7.36	-1.262	-0.4	-0.514	-4.27	-0.93	-1.27	0.00128	0.37385	0.22874	7.34	0.00555
8.84	0.335	-0.557	0.038	2.68	-3.05	0.22	0.02107	0.01087	0.82914	5.59	0.01391
9.18	0.075	-0.066	0.113	0.61	-0.36	0.67	0.55681	0.72315	0.51563	0.35	0.79278
7.24	0.232	-0.189	0.033	3.09	-1.73	0.33	0.01014	0.11201	0.75097	4.31	0.0303
9.1	-0.298	-0.21	-0.176	-1.17	-0.57	-0.51	0.2648	0.58259	0.62053	0.7	0.57258
7.27	0.138	0.025	0.037	1.52	0.19	0.3	0.15627	0.85561	0.77037	0.85	0.49496
7.78	0.108	-0.144	0.173	1.11	-1.01	1.29	0.29223	0.33613	0.22298	1.4	0.29342
10.27	-0.063	-0.142	0.089	-0.7	-1.07	0.72	0.49821	0.30684	0.48786	0.69	0.57798
5.91	-0.127	0.158	-0.161	-0.68	0.58	-0.63	0.50827	0.57293	0.5403	0.43	0.73397
8.63	0.228	0.274	0.024	1.72	1.42	0.13	0.11305	0.18374	0.89636	1.69	0.22649
7.93	0.372	0.025	-0.055	3.83	0.18	-0.41	0.00276	0.86184	0.68672	4.89	0.02102
7.61	-0.192	-0.022	0.148	-2.31	-0.18	1.3	0.04101	0.8624	0.21859	2.18	0.14719
5.68	0.212	-0.026	0.143	2.68	-0.23	1.32	0.02119	0.82606	0.21396	3.25	0.06314
5.73	-0.066	-0.121	-0.115	-0.58	-0.74	-0.75	0.57178	0.47598	0.46888	0.51	0.68115
8.64	-1.639	0.237	0.349	-5.68	0.56	0.89	0.00014	0.58569	0.39475	10.89	0.00123
8.29	-0.08	-0.018	0.454	-0.57	-0.09	2.38	0.57736	0.92952	0.0365	1.92	0.1835
7.25	-0.941	0.003	-0.056	-4.95	0.01	-0.21	0.00042	0.99233	0.83394	8.34	0.00347
8.35	-0.706	0.446	-0.065	-2.39	1.03	-0.16	0.03593	0.32406	0.87564	2.3	0.13288
5.78	0.214	0.023	-0.042	2.42	0.18	-0.35	0.03377	0.86363	0.73248	1.97	0.17681
7.03	0.709	-0.141	-0.127	4.03	-0.55	-0.53	0.00193	0.59242	0.60751	5.53	0.01435
7.28	-0.388	-0.244	0.143	-4.07	-1.75	1.1	0.0018	0.10729	0.29531	6.72	0.00755
8.61	-0.384	-0.441	0.029	-1.82	-1.43	0.1	0.0951	0.17921	0.92036	1.8	0.20546
7.5	0.398	-1.166	0.224	1.26	-2.53	0.52	0.2322	0.02758	0.6136	2.81	0.08826
7.65	-1.002	-0.062	1.156	-3.62	-0.15	3.06	0.00393	0.88072	0.01072	6.85	0.00706
8.39	1.202	-0.411	0.129	6.64	-1.56	0.52	3e-05	0.14794	0.61267	15.95	0.00024
6.28	-0.276	0.028	0.091	-3.27	0.23	0.79	0.00732	0.82522	0.44373	3.67	0.04692
6.71	-0.527	0.356	-0.241	-3.17	1.47	-1.06	0.00875	0.16948	0.31069	4.71	0.02348
9.17	0.118	-0.221	0.116	1.54	-1.98	1.11	0.15064	0.07326	0.29009	2.63	0.10156
8.82	0.697	0.004	-0.061	5.1	0.02	-0.33	0.00033	0.98554	0.7505	8.68	0.00299
8.54	-0.697	0.451	-0.29	-3.33	1.47	-1.01	0.00665	0.16871	0.33243	5.02	0.01946
10.59	-1.977	0.27	-0.139	-7.08	0.66	-0.36	2e-05	0.52235	0.72339	17.2	0.00017
5.27	-0.111	-0.096	0.128	-1.28	-0.76	1.09	0.22497	0.46441	0.29906	1.05	0.40704
6.6	-0.159	-0.286	-0.051	-1.1	-1.35	-0.26	0.29491	0.20332	0.80177	1.06	0.40619
5.51	0.054	-0.325	0.198	0.37	-1.53	1	0.71843	0.15472	0.34061	1.18	0.36099
7.12	0.072	-0.144	-0.124	0.79	-1.08	-0.99	0.44578	0.30413	0.34099	0.88	0.48145
6.79	-0.069	0.007	0.061	-0.86	0.06	0.55	0.40756	0.95638	0.59017	0.32	0.80906
6.35	0.187	-0.377	0.032	1.11	-1.54	0.14	0.29074	0.15248	0.89204	1.22	0.34888
6.06	-0.769	-0.208	0.36	-5.32	-0.99	1.83	0.00023	0.34453	0.09473	10.35	0.00151
8.66	-0.182	0.018	-0.054	-1.19	0.08	-0.26	0.25818	0.93645	0.8008	0.52	0.67528
9.37	0.292	-0.428	0.063	1.51	-1.51	0.24	0.15913	0.15795	0.81507	1.57	0.25087
6.93	-0.057	-0.052	0.152	-0.49	-0.31	0.96	0.63204	0.76445	0.35946	0.39	0.76282
8.87	-0.113	-0.172	-0.108	-1.48	-1.55	-1.04	0.16713	0.15005	0.32211	1.99	0.17279
10.55	-0.093	-0.303	0.034	-0.97	-2.16	0.26	0.35405	0.05359	0.80117	1.87	0.19187
10.17	-0.139	-0.11	-0.02	-1.8	-0.98	-0.19	0.09878	0.34696	0.85273	1.45	0.28132
5.27	0.032	0.092	0.032	0.47	0.92	0.34	0.6466	0.37774	0.74364	0.4	0.75285
5.24	0.009	0.03	-0.007	0.11	0.27	-0.07	0.91412	0.79301	0.94566	0.03	0.99285
8.55	0.382	-0.048	-0.523	1.18	-0.1	-1.19	0.26086	0.92134	0.25973	0.86	0.49107
6	-0.281	-0.071	-0.345	-1.37	-0.24	-1.23	0.19789	0.81641	0.2439	1.27	0.33193
7.82	-0.113	0.043	0.108	-1.15	0.3	0.81	0.27537	0.77095	0.43733	0.63	0.61035
9.27	0.082	-0.086	-0.408	0.31	-0.22	-1.13	0.76214	0.82864	0.28185	0.46	0.7182
8.57	-0.203	0.681	0.077	-0.66	1.52	0.19	0.52179	0.1556	0.85656	0.92	0.46087
8.81	-0.41	0.406	0.178	-2.44	1.66	0.78	0.03255	0.12543	0.45354	3	0.07638
5.75	0.188	-0.02	-0.142	2.31	-0.17	-1.28	0.04075	0.86974	0.22582	2.17	0.14859
6.42	0.265	-0.153	0.175	2.21	-0.88	1.07	0.0487	0.39952	0.30646	2.45	0.11811
7.42	0.101	-0.002	0.166	0.89	-0.01	1.06	0.39487	0.99261	0.31033	0.71	0.56811
7.2	-0.373	-0.181	0.535	-1.42	-0.47	1.49	0.18304	0.64599	0.16453	1.36	0.30545
10.13	-0.252	-0.119	0.08	-2.68	-0.87	0.63	0.02115	0.40466	0.54427	2.69	0.09693
6.88	0.121	-0.54	0.248	0.42	-1.29	0.63	0.68243	0.22475	0.53977	0.76	0.53816
8.63	0.522	-0.896	0.179	1.77	-2.08	0.44	0.1045	0.0617	0.66583	2.61	0.10367
8.9	-0.099	-0.203	0.056	-0.71	-1	0.29	0.49325	0.33812	0.77508	0.52	0.67828
8.22	-0.135	-0.152	0.068	-0.96	-0.74	0.36	0.35624	0.47314	0.72862	0.52	0.67981
5.81	-0.075	-0.315	0.104	-0.71	-2.04	0.72	0.49531	0.06638	0.48712	1.69	0.22613
9.08	0.21	0.066	-0.234	1.79	0.39	-1.46	0.10108	0.70666	0.17287	1.67	0.2303
5.87	-0.03	0.183	0.166	-0.24	1	0.98	0.81242	0.33666	0.34957	0.66	0.59265
5.78	0.079	-0.199	0.105	0.76	-1.3	0.74	0.46584	0.2212	0.4769	0.97	0.44081
8.2	-0.245	-0.349	0.046	-1.57	-1.54	0.21	0.14344	0.15272	0.83422	1.61	0.24211
9.89	-0.062	-0.446	-0.486	-0.33	-1.62	-1.88	0.74841	0.13431	0.08668	2.13	0.15317
5.95	-0.282	-0.122	-0.036	-2.37	-0.7	-0.22	0.03692	0.49812	0.82632	2.11	0.15695
8.95	-0.057	0.028	-0.084	-0.32	0.11	-0.34	0.75735	0.91809	0.74039	0.08	0.96773
12.37	-0.617	-0.139	0.287	-5.45	-0.84	1.85	0.00019	0.41721	0.09085	10.73	0.00131
11.91	-0.868	-0.035	0.238	-6.18	-0.17	1.24	7e-05	0.86887	0.24128	12.88	0.00062
8	0.033	-0.343	0	0.3	-2.11	0	0.77208	0.05869	0.99829	1.51	0.2662
11.54	0.751	0.585	-0.202	3.4	1.81	-0.67	0.00586	0.09703	0.51798	4.98	0.01986
10.35	-0.289	-0.634	-0.739	-1.43	-2.15	-2.68	0.18099	0.05467	0.02141	4.88	0.02111
10.28	-0.597	-0.038	-1.496	-0.89	-0.04	-1.63	0.3919	0.96963	0.1305	1.26	0.33505
11.45	0.61	0.274	-0.142	2.51	0.77	-0.43	0.02857	0.45455	0.67622	2.32	0.13124
10.87	-0.766	-0.113	-0.05	-3.16	-0.32	-0.15	0.0089	0.75508	0.88148	3.44	0.05495
11.71	-0.186	-0.251	0.002	-2.01	-1.86	0.02	0.06927	0.08987	0.98775	2.51	0.1123
5.84	-0.776	-0.201	-0.811	-2.04	-0.36	-1.56	0.06597	0.72489	0.14685	2.47	0.11592
9.95	-0.711	0.286	-0.042	-7.78	2.14	-0.34	1e-05	0.05519	0.74152	22.1	5e-05
12.98	-0.294	0.421	0.108	-3.22	3.16	0.86	0.00801	0.00904	0.40616	6.88	0.00694
7.58	0.485	-0.101	0.206	4.13	-0.59	1.28	0.00164	0.56954	0.2253	6.76	0.0074
11.14	-3.676	-0.324	-0.405	-19.21	-1.16	-1.55	0	0.27	0.1494	127.42	0
11.57	-0.758	1.219	0.439	-3.43	3.78	1.45	0.00551	0.003	0.17369	9.11	0.00249
8.92	-0.146	0.306	0.229	-0.5	0.72	0.58	0.62365	0.48507	0.57403	0.35	0.78774
6.05	0.423	-0.082	-0.129	4.44	-0.59	-0.99	0.00098	0.56777	0.34478	6.78	0.00732
8.42	-0.01	-0.2	0.266	-0.03	-0.38	0.54	0.97809	0.71089	0.59912	0.15	0.93012
10.89	-0.185	0.307	-0.647	-1.38	1.56	-3.52	0.19492	0.14573	0.00473	5.94	0.01139
9.37	-1.068	-0.258	0.566	-5.77	-0.96	2.24	0.00012	0.35988	0.04673	12.33	0.00074
9.37	0.461	-0.06	-0.403	2.18	-0.19	-1.39	0.05193	0.84962	0.19055	2.06	0.16304
10.11	-0.696	0.28	0.188	-3.02	0.83	0.6	0.01156	0.42301	0.56197	3.3	0.06106
8.11	-0.664	0.582	0.611	-3.04	1.83	2.05	0.01109	0.09467	0.06466	5.23	0.0171
10.37	0.247	1.096	-0.193	0.8	2.42	-0.46	0.44199	0.0338	0.65735	2.21	0.14351
8.44	-0.606	0.034	-0.212	-2.87	0.11	-0.73	0.01512	0.91344	0.47763	3.09	0.07105
9.69	-0.11	0.159	0.08	-0.44	0.43	0.23	0.67108	0.67577	0.82176	0.14	0.93599
9.52	-0.212	0.634	-0.774	-0.48	0.97	-1.27	0.6433	0.35058	0.22945	0.98	0.43831
10.77	0.46	0.127	-0.083	1.72	0.33	-0.23	0.1132	0.75089	0.8239	1.02	0.41971
9.99	0.058	-0.389	0.046	0.49	-2.28	0.29	0.63055	0.04359	0.77847	1.85	0.19648
11.27	-0.463	-0.175	-0.267	-1.33	-0.34	-0.56	0.21091	0.73726	0.58655	0.79	0.5256
8.33	0.251	0.126	-0.224	0.78	0.27	-0.51	0.45218	0.79449	0.62134	0.29	0.83254
5.9	0.36	0.086	-0.024	2.34	0.38	-0.11	0.03906	0.71042	0.9127	1.88	0.19159
8.98	-0.064	-0.072	0.071	-0.91	-0.7	0.73	0.38261	0.49771	0.47923	0.58	0.64095
10.11	0.918	0.152	-0.193	3.84	0.44	-0.59	0.0027	0.67174	0.56735	4.99	0.01978
11.12	-0.052	1.331	-0.624	-0.07	1.19	-0.6	0.94744	0.25983	0.56338	0.59	0.63199
11.91	0.723	0.047	0.05	3.78	0.17	0.19	0.00298	0.87037	0.85295	4.89	0.02107
9.17	0.044	0.903	-0.089	0.17	2.33	-0.24	0.86979	0.03957	0.811	1.84	0.19798
5.86	0.125	-0.004	0.045	1.36	-0.03	0.36	0.20005	0.97708	0.72793	0.7	0.57139
9.61	0.011	0.189	-0.155	0.07	0.78	-0.69	0.94656	0.44928	0.50383	0.36	0.78027
9.23	-0.436	0.341	0.099	-2.45	1.31	0.4	0.03222	0.2169	0.69322	2.58	0.10636
10.46	-0.021	-0.073	0.12	-0.28	-0.66	1.16	0.78679	0.52028	0.26883	0.61	0.62371
10.42	1.236	-0.49	0.162	3.78	-1.02	0.36	0.00302	0.32725	0.72473	5.28	0.01662
10.21	0.431	0.004	-0.103	2.76	0.02	-0.48	0.01845	0.98523	0.6376	2.55	0.10849
8.15	-1.448	0.072	0.361	-3.8	0.13	0.69	0.00287	0.89928	0.50174	4.86	0.02137
5.97	-0.129	-0.237	-0.059	-1.79	-2.24	-0.6	0.10152	0.04684	0.56332	2.93	0.08071
7.98	-0.223	-0.059	0.085	-1.89	-0.34	0.53	0.08463	0.73943	0.60568	1.27	0.33076
7.17	0.143	-0.28	0.041	0.86	-1.16	0.18	0.4061	0.27077	0.85966	0.72	0.56044
11.46	-0.076	-0.511	-0.464	-0.33	-1.52	-1.47	0.74813	0.15684	0.16812	1.57	0.25206
12.15	0.51	-0.918	0.333	1.51	-1.86	0.72	0.15911	0.08965	0.48592	2.17	0.14928
11.73	0.411	-0.816	0.49	1.74	-2.37	1.52	0.10895	0.03683	0.15583	3.85	0.04123
10.77	0.675	-1.01	0.299	1.78	-1.82	0.58	0.10207	0.095	0.57521	2.36	0.12703
6.54	0.267	-0.079	0.154	2.05	-0.42	0.87	0.06476	0.68419	0.40402	1.84	0.19734
8.37	-0.034	-0.301	-0.275	-0.18	-1.06	-1.04	0.86232	0.31103	0.32178	0.76	0.53935
6.82	-0.156	0.082	0.169	-1.78	0.64	1.42	0.10157	0.53433	0.18329	1.72	0.21975
8.9	-0.089	-0.093	0.114	-1.25	-0.9	1.17	0.23536	0.38638	0.26468	1.17	0.36535
7.66	-0.08	0.158	0.081	-0.65	0.88	0.48	0.52843	0.39617	0.63792	0.46	0.71557
10.64	1.314	0.441	-0.041	3.06	0.7	-0.07	0.01079	0.49706	0.94574	3.3	0.06111
10.72	1.319	-0.122	-0.119	5.75	-0.36	-0.38	0.00012	0.72324	0.71247	11.07	0.00115
11.77	0.202	-0.603	-0.141	0.76	-1.55	-0.39	0.46408	0.14959	0.70625	1.02	0.41922
